OBJECTID,parkName,altPrkName,parkAddr,addressFull,prkAcreage,bcrpPark,parkOprtr,parkClass,ctyOwndPrk,bcrpAmnty,parkDstrct,cnclDstrct,policeDstrct,lgsltvDstrct,friendsGroup,Shape__Area,Shape__Length,perTreeCover18,perGreenSpace18,perUndvlpEst18,undvlpAcreage18,siteID
247,Paca Street Park,,2640 S Paca St,"2640 SOUTH PACA ST, BALTIMORE, MD, 21230",6.069016335,Y,BCRP,Mini Park,Y,,Carroll,10,Southern,46,Unknown,264367.4089,3745.526344,36.79623434,77.65963887,26.51162235,1.609007563,P247
248,Light Street City Farm,,1640 Light St,"1640 LIGHT ST, BALTIMORE, MD, 21230",0.107653023,Y,BCRP,Green Space - Garden,Y,,Carroll,10,Southern,46,Unknown,4689.38446,282.8439306,23.5128682,75.87235846,1.416348407,0.001524754,P248
249,Margaret Brent Park,,2540 N Calvert St,"2540 N CALVERT ST, BALTIMORE, MD, 21218",0.710383148,N,CSX Transportation INC,Alternate Provider - Mini Park,N,,Clifton,12,Northern,43,Unknown,30944.28998,799.3320689,28.00830182,36.82737656,13.23654905,0.09403059,P249
250,Waverly Mini Park,,2932 Indepence St,"2932 INDEPENDENCE ST, BALTIMORE, MD, 21218",0.302500089,Y,BCRP,Mini Park,Y,,Clifton,14,Northern,43,Unknown,13176.9566,733.8409342,55.64853815,98.87088014,12.58847454,0.038080451,P250
251,McKeldin Plaza,Inner Harbor,501 E Pratt St,"501 EAST PRATT ST, BALTIMORE, MD, 21202",1.726802137,Y,Downtown Partnership (BCRP),Civic Space,Y,,Carroll,11,Central,46,Unknown,75219.80194,1262.559425,13.79796119,52.1623295,7.534800745,0.130112141,P251
252,Park Avenue Median Park,,1600 - 2200 Park Ave,"1600 - 2200 PARK AVE, BALTIMORE, MD, 21217",1.089361955,Y,BCRP,Mini Park,Y,,Druid Hill,7,Western,40,Unknown,47452.79651,1528.69786,51.58466522,79.02345031,52.00606814,0.566538853,P252
253,World Trade Plaza,Inner Harbor,501 Pier 3,"501 EAST PRATT ST, BALTIMORE, MD, 21202",0.831124332,Y,Waterfront Partnership (Department of Housing & Community Development),Citywide Park,Y,,Carroll,11,Central,46,Unknown,36203.92072,767.2945387,8.534774262,65.33235841,1.314809201,0.010927787,P253
254,Rash Field,Inner Harbor,300 Key Hwy,"300 KEY HWY, BALTIMORE, MD, 21230",7.268674083,Y,Waterfront Partnership (Department of Housing & Community Development),Citywide Park,Y,,Carroll,11,Central,46,Unknown,316624.7096,2728.578814,10.37448919,46.99210831,0.039654049,0.002882347,P254
255,Maryland Zoo,,1 Safari Pl,"1 SAFARI PL, BALTIMORE, MD 21217",125.0748304,Y,Maryland Zoo,Alternate Provider - Special Use - Facility,Y,,Druid Hill,7,Northern,40,Unknown,5448281.405,16738.59062,75.79230345,89.08366042,56.45273485,70.60872723,P255
256,Fort McHenry,,2400 E Fort Ave,"2400 EAST FORT AVE, BALTIMORE, MD, 21230",46.71956799,N,National Park Service,Alternate Provider - Citywide Park,N,,Carroll,11,Southern,46,Unknown,2035104.382,6227.851854,12.97213526,85.78072866,0.857499555,0.40062169,P256
257,West Shore Park,Inner Harbor,501 Light St,"501 LIGHT ST, BALTIMORE, MD, 21202",2.497424474,Y,Waterfront Partnership (Department of Housing & Community Development),Citywide Park,Y,,Carroll,11,Central,46,Unknown,108788.2452,1507.498848,30.49499084,50.34399754,,,P257
258,Pimlico Safety Academy,,3425 Trainor Ave,"3425 TRAINOR AVE, BALTIMORE, MD, 21215",6.516195814,Y,BCRP,Neighborhood Park,Y,,Druid Hill,5,Northwestern,41,Unknown,283846.6251,2378.578393,5.384852036,88.01793903,0.682561573,0.044477404,P258
259,Broadway East Park,,1510 N Gay St,"1510 NORTH GAY ST, BALTIMORE, MD, 21213",0.970223486,Y,BCRP,Mini Park,Y,,Patterson,13,Eastern,45,Unknown,42263.10413,992.7687036,2.375149239,95.67014919,95.58040633,0.927350969,P259
260,Classen & Park Heights Park,,4307 Reisterstown Rd,"4307 REISTERSTOWN RD, BALTIMORE, MD, 21215",1.264036811,N,Department of Housing & Community Development,Alternate Provider - Mini Park,Y,,Druid Hill,6,Northern,40,Unknown,55061.44354,1246.133477,55.23599806,84.94476447,4.500015611,0.056882081,P260
261,Briscoe Park,,1441 E 28th St,"1441 EAST 28TH ST, BALTIMORE, MD, 21218",1.014352827,Y,BCRP,Neighborhood Park,Y,,Clifton,14,Eastern,43,Unknown,44185.3858,1337.795505,45.12138717,65.74138763,5.984983694,0.060709337,P261
262,West Covington Park,,101 W Cromwell St,"101 WEST CROMWELL ST, BALTIMORE, MD, 21230",9.37336917,N,Sagamore,Alternate Provider - Mini Park,N,,Carroll,10,Southern,46,Unknown,408303.9601,4725.322689,0.357594016,87.30729235,17.18012999,1.610363449,P262
263,German Park,,2423 Linden Ave,"2423 LINDEN AVE, BALTIMORE, MD, 21217",1.068405665,Y,BCRP,Neighborhood Park,Y,,Druid Hill,7,Western,40,Yes,46539.93683,1231.922132,40.81578503,76.20891017,3.191552176,0.034098997,P263
264,Gelston Park,,Gelston Dr & N Woodington Rd,"GELSTON DR & NORTH WOODINGTON RD, BALTIMORE, MD, 21229",0.370563197,Y,BCRP,Green Space,Y,,Gwynns Falls,8,Southwestern,41,Unknown,16141.79742,556.0415625,30.56103833,99.99696864,30.78996125,0.114097177,P264
265,Pierce's Park,Inner Harbor,720 Eastern Ave,"720 EASTERN AVE, BALTIMORE, MD, 21202",0.857915834,Y,BCRP,Citywide Park,Y,,Carroll,11,Central,46,Unknown,37370.96326,931.0977414,10.99462836,79.46832346,69.49322804,0.596198176,P265
266,Pier V Waterfront Garden,Inner Harbor,719 Eastern Ave,"719 EASTERN AVE, BALTIMORE, MD, 21202",1.190923377,Y,BCRP,Citywide Park,Y,,Carroll,11,Central,46,Unknown,51876.82977,1169.014592,16.78647248,40.28679928,5.455080003,0.064966343,P266
267,Harbor Point Central Plaza,,1310 Point St,"1310 POINT ST, BALTIMORE, MD, 21231",0.821051892,N,"Waterfront Partnership (Harbor Point Garage, LLC)",Alternate Provider - Mini Park,N,,Patterson,12,Central,46,Unknown,35765.02039,884.3707143,,,,,P267
268,Veteran's Park,Fayette & I83 Park,101 N Frederick St,"101 NORTH FREDERICK ST, BALTIMORE, MD, 21202",0.535752989,Y,BCRP,Civic Space,Y,,Carroll,11,Central,46,Unknown,23337.49353,659.3258476,49.83044459,75.58777775,45.28278568,0.242605819,P268
269,Hopkins Plaza,,110 W Lombard St,"110 WEST LOMBARD ST, BALTIMORE, MD, 21201",2.019954642,N,"Downtown Partnership (UGP-Downunder Garage, LLC)",Alternate Provider - Civic Space,N,,Carroll,11,Central,46,Unknown,87989.22412,1893.773974,25.16171911,29.10925443,,,P269
270,Liberty Park Dog Walk,,N Liberty St & W Fayette St,"NORTH LIBERTY ST & WEST FAYETTE ST, BALTIMORE, MD, 21201",0.173618228,N,Downtown Partnership,Alternate Provider - Special Use - Facility,N,,Carroll,11,Central,40/46,Unknown,7562.809998,665.7522616,15.10157738,37.13581571,29.56433043,0.051329272,P270
271,Center Plaza,,110 W Fayette St,"110 WEST FAYETTE ST, BALTIMORE, MD, 21201",1.68566506,N,Downtown Partnership (Mayor & City Council),Alternate Provider - Civic Space,Y,,Carroll,11,Central,40,Unknown,73427.56989,1815.997802,16.35233368,53.70642228,2.607202604,0.043948879,P271
272,Courthouse Plaza,Cathy Hughes Plaza,E Lexington St & Saint Paul St,"EAST LEXINGTON ST & SAINT PAUL ST, BALTIMORE, MD, 21202",0.207309586,N,Downtown Partnership,Alternate Provider - Civic Space,N,,Carroll,11,Central,46,Unknown,9030.405579,493.5127144,41.31014793,48.3266945,,,P272
273,Battle Monument,,E Lexington St & N Calvert St,"EAST LEXINGTON ST & NORTH CALVERT ST, BALTIMORE, MD, 21202",0.197620723,N,Mayor & City Council,Alternate Provider - Civic Space,Y,,Carroll,11,Central,46,Unknown,8608.358521,477.6128358,7.216421772,15.28102466,8.064602885,0.01593739,P273
274,Holocaust Memorial Park,,500 E Lombard St,"5500 EAST LOMBARD ST, BALTIMORE, MD, 21224",1.200877558,N,Board of Trustees of the New Community College,Alternate Provider - Civic Space,N,,Carroll,11,Central,46,Unknown,52310.2265,906.6974462,24.9293818,56.73849467,1.576957117,0.0189374,P274
275,President & Pratt Street Park,Inner Harbor,S President St & E Pratt St,"SOUTH PRESIDENT ST & EAST PRATT ST, BALTIMORE, MD, 21202",0.446126922,N,Downtown Partnership,Alternate Provider - Citywide Park,N,,Patterson,12,Central,46,Unknown,19433.2887,870.214196,5.103798425,74.90066856,22.70333241,0.101286083,P275
276,University Square Park,,W Baltimore St & S Paca St,"WEST BALTIMORE ST & NORTH PACA ST, BALTIMORE, MD, 21201",1.383420693,N,State of Maryland,Alternate Provider - Mini Park,N,,Carroll,11,Central,40,Unknown,60261.80536,1017.393607,28.79174694,73.97862186,0.001658537,2.29E-05,P276
277,Warner Street Park,Warner Street Traffic Island,611 Warner St,"611 WARNER ST, BALTIMORE, MD, 21230",0.445510511,Y,BCRP,Green Space,Y,,Carroll,10,Southern,46,Unknown,19406.51544,774.3194172,66.32585719,94.29437511,27.04307116,0.120480688,P277
278,Russell Street Park,,Russell St & Washington Blvd,"RUSSELL ST & WASHINGTON BLVD, BALTIMORE, MD, 21230",0.58980409,N,Maryland Stadium Authority,Alternate Provider - Civic Space,N,,Carroll,10,Southern,46,Unknown,25691.86627,973.8009086,4.795364177,31.78937156,6.901337554,0.040704534,P278
279,Raven's Walk,,W Lee St and S Eutaw St,"W LEE ST & S EUTAW ST, BALTIMORE. MD, 21201",3.704711137,N,Maryland Stadium Authority,Alternate Provider - Civic Space,N,,Carroll,"10, 11",Southern,46,Unknown,161377.2174,3803.907622,44.82637133,50.03728657,13.27001022,0.491617513,P279
280,Pope John Paul II Prayer Garden,,W Franklin St & N Charles St,"WEST FRANKLIN ST & NORTH CHARLES ST, BALTIMORE, MD, 21201",0.12289097,N,Trustees of the Catholic Cathedral Church of Baltimore,Alternate Provider - Mini Park,N,,Carroll,11,Central,46,Unknown,5353.130615,302.6611618,31.03922018,87.92393578,1.088899875,0.001338165,P280
281,Eager Park,,E Eager St & N Wolfe St,"EAST EAGER ST & NORTH WOLFE ST, BALTIMORE, MD, 21205",4.665261997,N,Eastern Baltimore Development INC,Alternate Provider - Neighborhood Park,N,,Patterson,"12, 13",Southeastern,45,Unknown,203218.8126,3413.702667,4.790477598,45.96661034,15.48909781,0.722609884,P281
282,Memorial Stadium Park,,1000 E 33rd St,"1000 EAST 33RD ST, BALTIMORE, MD, 21218",0.776451341,N,Stadium Place Association INC,Alternate Provider - Mini Park,N,,Clifton,14,Northeastern,43,Unknown,33822.2204,800.6669308,15.48354052,80.11172803,1.664574207,0.01292466,P282
283,Perkins Spring Square Park,,Myrtle Ave & Murphy LN,"MYRTLE AVE & MURPHY LN, BALTIMORE, MD, 21201",1.381702246,N,"HABC / Heritage Crossing Site, LLC",Alternate Provider - Mini Park,Y,,Gwynns Falls,11,Western,40,Unknown,60186.95007,1185.046608,16.80826258,59.13299563,46.16299423,0.63783768,P283
284,Canton Square,,1198 S Linwood Ave,"1198 SOUTH LINWOOD AVE, BALTIMORE, MD, 21224",0.343152499,N,Canton Square Homeowners,Alternate Provider - Mini Park,N,,Patterson,1,Southeastern,46,Unknown,14947.72284,483.5741758,58.78182383,83.87604962,42.79299981,0.146845835,P284
285,South Baltimore Little League,,1101 E Fort Ave,"1101 EAST FORT AVE, BALTIMORE, MD, 21230",3.895371711,N,South Baltimore Little League,Alternate Provider - Special Use - Facility,N,,Carroll,11,Southern,46,Unknown,169682.3918,2070.545737,1.802039561,86.37028417,0.006218982,0.000242253,P285
286,Baltimore Immigration Memorial Park,,Hull Street at Inner Harbor,"900 HULL ST, BALTIMORE, MD, 21230",0.730462488,N,UA Locust Point Holdings LLC,Alternate Provider - Mini Park,N,,Carroll,11,Southern,46,Unknown,31818.94598,962.5040753,3.766399545,29.12638311,,,P286
287,Under Armour Waterfront Park,,1020 Hull St,"1020 HULL ST, BALTIMORE, MD, 21230",1.584105453,N,UA Locust Point Holdings LLC,Alternate Provider - Mini Park,N,,Carroll,11,Southern,46,Unknown,69003.63361,2599.112437,3.491470834,8.232644967,1.626717807,0.025769029,P287
288,Darley Park,Gateway Park,Harford Rd & Normal Ave,"HARFORD RD & NORMAL AVE, BALTIMORE, MD, 21218",0.621248001,N,Department of Housing & Community Development,Alternate Provider - Mini Park,Y,,Clifton,12,Eastern,45,Unknown,27061.56274,997.6236823,8.340393273,39.20796129,0.129298138,0.000803265,P288
289,Singer Park,,720 Singer Ave,"720 SINGER AVE, BALTIMORE, MD, 21211",0.140490958,N,"Singer Park & Play, INC",Alternate Provider - Green Space,N,,Druid Hill,14,Northern,40,Unknown,6119.786194,414.6910605,62.96640642,98.10494169,21.44887224,0.030133847,P289
290,Masonville Cove Environmental Center,,1000 Frankfurst Ave,"1000 FRANKFURST AVE, BALTIMORE, MD, 21226",60.70407044,N,State of Maryland,Alternate Provider - Special Use - Facility,N,,Carroll,10,Southern,46,Unknown,2644269.308,7385.656951,11.61115867,95.9810037,76.85442185,46.653949,P290
291,Poplar Hill Park,,Bellemore Rd & Falls Rd,"BELLEMORE RD & FALLS RD, BALTIMORE, MD, 21209",0.689847646,N,Poplar Hill Parks INC,Alternate Provider - Forest,N,,Druid Hill,5,Northern,41,Unknown,30049.76343,887.8981603,95.91216632,99.9499738,59.77673137,0.412370023,P291
292,The Secret Garden,,2010 Park Ave (Rear),"2010 PARK AVE, BALTIMORE, MD, 21217",0.108592711,N,Baltimore Greenspace,Alternate Provider - Green Space,N,,Druid Hill,7,Western,40,Unknown,4730.298462,278.3860379,82.01759499,92.120344,79.5340014,0.086368474,P292
293,Fairwood Forest,,5800-5900 Fairwood Ave,"5800 FAIRWOOD AVE, BALTIMORE, MD, 21206",3.277145743,N,Baltimore Greenspace,Alternate Provider - Forest,N,,Clifton,2,Northeastern,45,Unknown,142752.4686,2442.877835,98.87052129,99.72189974,70.86791412,2.322454121,P293
294,Ash Street Community Garden,Baltimore Free Farm,3509 Ash St,"3509 ASH ST, BALTIMORE, MD, 21211",0.106085736,N,Baltimore Greenspace,Alternate Provider - Green Space - Garden,N,,Druid Hill,7,Northern,40,Unknown,4621.094604,297.7167349,37.35879456,96.65761027,,,P294
295,Oakenshawe Green Space,,3400 Barclay St,"3400 BARCLAY ST, BALTIMORE, MD, 21218",0.344285723,N,Baltimore Greenspace,Alternate Provider - Green Space,N,,Clifton,14,Northern,43,Unknown,14997.08618,578.6453858,72.88718254,96.41031107,47.99220958,0.165230987,P295
296,McAllister Park,,1800 Barclay St (Rear),"1800 BARCLAY ST, BALTIMORE, MD, 21202 (REAR)",0.301903363,N,Baltimore Greenspace,Alternate Provider - Green Space,N,,Patterson,12,Eastern,45,Unknown,13150.91046,490.4915728,23.81207004,93.06016064,21.84651173,0.065955617,P296
297,Victorine Q. Adams Memorial Garden,,Adjacent to 3200 Vickers Rd,"3200 VICKERS RD, BALTIMORE, MD, 21216",0.271992114,N,Baltimore Greenspace,Alternate Provider - Green Space - Garden,N,,Gwynns Falls,7,Northwestern,40,Unknown,11847.97638,528.8820967,21.21426761,96.20976047,6.75354211,0.018369175,P297
298,Mount Clare Street Community Garden,,1017 Boyd St,"1017 BOYD ST, BALTIMORE, MD, 21223",0.197630393,N,Baltimore Greenspace,Alternate Provider - Green Space - Garden,N,,Gwynns Falls,9,Southwestern,40,Unknown,8608.779846,485.1354489,65.89472978,84.28789212,22.62604983,0.04471613,P298
299,Remington Village Green,,2812-2822 Fox St,"2812 - 2822 FOX ST, BALTIMORE, MD, 21211",0.102090241,N,Baltimore Greenspace,Alternate Provider - Green Space - Garden,N,,Druid Hill,14,Northern,43,Unknown,4447.050903,267.5025174,4.957163398,91.730712,3.376562182,0.003447154,P299
